Student Number;BES 220 (S2);BSS 310 (S1);CHM 171 (S1);CHM 172 (S2);CIL 111 (S1);CIL 121 (S2);EBN 111 (S1);EBN 122 (S2);EIR 221 (S2);FSK 116 (S1);FSK 176 (S2);JCP 203 (Y);JPO 110 (S1);JPO 112 (S1);JPO 113 (S1);JPO 116 (S1);JPO 120 (S2);JPO 123 (S2);JPO 125 (S2);JPO 126 (S2);MGC 110 (S1);MIA 320 (S2);MJJ 210 (S1);MKM 321 (S2);MOW 217 (S1);MOW 227 (S2);MOW 312 (S1);MOW 323 (S2);MPR 213 (S1);MPY 315 (S1);MSD 210 (S1);MSY 310 (S1);MTV 310 (S1);MTX 221 (S2);MTX 311 (S1);MVR 320 (S2);NMC 113 (S1);NMC 123 (S2);SNV 111 (S1);SNV 121 (S2);SWK 122 (R) (S2);SWK 122 (S2);SWK 210 (S1);SWP 121 (S2);WTW 158 (S1);WTW 161 (S2);WTW 168 (R) (S2);WTW 168 (S2);WTW 238 (R) (S2);WTW 238 (S2);WTW 256 (S1);WTW 258 (R) (S1);WTW 258 (S1);WTW 263 (S2);WWP 121 (S2);Target
11214644;;;;;;;;;;55.0;;;32.0;;;64.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.0;;;;;;;;;;;Discontinued
11215233;29.0;0.0;;56.0;;;50.0;;63.0;55.0;;98.0;62.0;62.0;66.0;67.0;67.0;57.0;57.0;75.0;64.0;68.0;;;;;;;;;0.0;;;;;;;0.0;;;;50.0;;;57.0;60.0;;50.0;58.0;41.0;50.0;50.0;33.0;50.0;;Graduated_3
11215284;;;54.0;;;;;;;;27.0;;53.0;;;69.0;33.0;;;51.0;;;;;;;;;;;;;;;;;;;;;;;;;51.0;42.0;;0.0;;;;;;;0.0;Discontinued
11216248;;;;50.0;0.0;;50.0;;;50.0;;73.0;59.0;53.0;58.0;61.0;59.0;44.0;50.0;53.0;60.0;;51.0;;;;;;37.0;;;;;;;;;0.0;;;38.0;;;;34.0;41.0;;30.0;;;;;;;0.0;Discontinued
11216396;59.0;59.0;39.0;59.0;;;50.0;;52.0;;50.0;98.0;50.0;67.0;51.0;54.0;63.0;61.0;58.0;70.0;45.0;61.0;;;;;;;50.0;;50.0;;50.0;;;;50.0;37.0;;;;42.0;;;50.0;63.0;;50.0;57.0;42.0;65.0;65.0;42.0;42.0;0.0;Active (BEng)
11216647;59.0;82.0;65.0;;65.0;70.0;;60.0;0.0;;67.0;85.0;;;;;;;;;38.0;70.0;;;;;;;62.0;;50.0;;48.0;;;;50.0;;61.0;58.0;73.0;;;;62.0;72.0;;61.0;;50.0;58.0;72.0;47.0;66.0;0.0;Graduated_1
11216868;;;;50.0;;;38.0;;;50.0;;;24.0;36.0;26.0;54.0;0.0;;;55.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;36.0;62.0;;50.0;;;;;;;0.0;Discontinued
11217032;51.0;53.0;;62.0;62.0;78.0;63.0;;41.0;71.0;;82.0;;;;;;;;;57.0;65.0;82.0;50.0;50.0;52.0;54.0;56.0;66.0;0.0;50.0;52.0;59.0;71.0;60.0;61.0;;50.0;63.0;52.0;;;;;65.0;78.0;;67.0;;62.0;57.0;;64.0;65.0;0.0;Graduated_2
11217202;;;;38.0;;;;;;45.0;59.0;;30.0;;;50.0;;;;52.0;;;;;;;;;;;;;;;;;;;;;;;;;40.0;;;;;;;;;;;Graduated (T)
11217759;52.0;;;56.0;;;54.0;;;50.0;;87.0;59.0;60.0;61.0;58.0;60.0;55.0;64.0;56.0;57.0;;;;0.0;;;;0.0;;0.0;;;37.0;;;39.0;33.0;;;;61.0;;;37.0;50.0;;60.0;;;0.0;0.0;0.0;0.0;0.0;Discontinued
11218003;92.0;;70.0;;;86.0;;88.0;;;85.0;97.0;;;;;;;;;69.0;;;;;;;;88.0;;;;;;;;63.0;;84.0;73.0;;77.0;83.0;0.0;80.0;85.0;;76.0;;83.0;70.0;;80.0;89.0;;Graduated_0
11218119;53.0;;50.0;;;;59.0;;;;50.0;76.0;74.0;67.0;53.0;70.0;73.0;75.0;75.0;72.0;64.0;;;;;;;;65.0;;;;;;;;;52.0;;;;56.0;42.0;0.0;60.0;65.0;;55.0;67.0;41.0;54.0;;51.0;58.0;;Graduated_2
11218381;0.0;61.0;;44.0;71.0;65.0;37.0;37.0;55.0;32.0;;80.0;;;;;;;;;39.0;40.0;69.0;51.0;55.0;60.0;50.0;57.0;52.0;0.0;50.0;66.0;53.0;44.0;73.0;48.0;57.0;42.0;;;;37.0;;;56.0;50.0;;50.0;61.0;43.0;50.0;;50.0;0.0;0.0;Graduated_3
11219590;68.0;55.0;61.0;;;76.0;;77.0;;;75.0;86.0;;;;;;;;;56.0;74.0;;;;;;;;;50.0;;;;;;70.0;;60.0;56.0;;53.0;;;77.0;71.0;;70.0;;66.0;59.0;;63.0;63.0;;Graduated_1
11220075;43.0;50.0;;66.0;;;75.0;;;51.0;;99.0;59.0;58.0;78.0;65.0;62.0;60.0;80.0;79.0;73.0;59.0;;;;;;;;;53.0;;;;;;;37.0;;;;61.0;;;54.0;60.0;;62.0;;68.0;58.0;;50.0;71.0;;Graduated_2
11220415;50.0;;37.0;50.0;;67.0;;61.0;;;73.0;86.0;;;;;;;;;58.0;;;;;;;;60.0;;;;;;;;39.0;;80.0;67.0;;53.0;50.0;0.0;50.0;56.0;;50.0;77.0;42.0;50.0;;53.0;51.0;;Graduated_1
11220725;82.0;;86.0;;;82.0;;83.0;;;88.0;99.0;;;;;;;;;80.0;;;;;;;;93.0;;;;;;;;75.0;;85.0;69.0;;82.0;83.0;0.0;92.0;90.0;;88.0;;90.0;86.0;;92.0;88.0;;Graduated_0
11220733;50.0;39.0;;51.0;;75.0;58.0;;;58.0;;86.0;;;;;;;;;69.0;68.0;;;;;;;;;51.0;;;;;;53.0;;61.0;50.0;;51.0;;;75.0;69.0;;65.0;68.0;40.0;70.0;77.0;43.0;61.0;0.0;Graduated_1
11221292;50.0;55.0;58.0;;;84.0;;50.0;0.0;60.0;;99.0;;;;;;;;;51.0;71.0;;;;;;;74.0;;;;;;;;;;75.0;65.0;67.0;;0.0;;50.0;75.0;;63.0;51.0;44.0;51.0;;50.0;54.0;0.0;Graduated_1
11221349;63.0;50.0;50.0;;;75.0;;70.0;;;61.0;89.0;;;;;;;;;54.0;67.0;;;;;;;;;36.0;;;;;;48.0;;75.0;84.0;;52.0;;;61.0;63.0;;51.0;;50.0;40.0;55.0;36.0;51.0;;Graduated_3
11222213;52.0;;45.0;;;79.0;;57.0;;;56.0;96.0;;;;;;;;;50.0;;;;;;;;56.0;;;;;;;;50.0;;57.0;67.0;75.0;37.0;62.0;0.0;60.0;69.0;;51.0;;52.0;62.0;;63.0;54.0;;Graduated_1
11222965;;;;41.0;;;42.0;;;30.0;;93.0;50.0;50.0;58.0;53.0;52.0;33.0;50.0;61.0;65.0;;;;;;;;;;;;;;;;;;;;;47.0;;;44.0;0.0;40.0;44.0;;;;;;;0.0;Discontinued
11224895;37.0;63.0;;79.0;;;76.0;;59.0;66.0;;84.0;50.0;72.0;56.0;73.0;54.0;50.0;83.0;77.0;50.0;50.0;63.0;68.0;39.0;56.0;54.0;50.0;60.0;0.0;59.0;67.0;36.0;53.0;54.0;50.0;;35.0;;;;67.0;;;75.0;86.0;;84.0;;70.0;75.0;;75.0;66.0;0.0;Active (BEng)
11225352;44.0;59.0;;45.0;51.0;62.0;40.0;;72.0;57.0;;81.0;;;;;;;;;52.0;66.0;81.0;70.0;56.0;72.0;54.0;70.0;57.0;0.0;53.0;73.0;53.0;66.0;78.0;72.0;;50.0;;;;;;;64.0;50.0;;60.0;52.0;0.0;56.0;;53.0;50.0;0.0;Graduated_2
11225701;;;;62.0;;;80.0;;;67.0;;84.0;73.0;79.0;78.0;85.0;65.0;;69.0;79.0;66.0;;;;;;;;;;;;;;;;;;;;;0.0;;;66.0;75.0;;60.0;;;;;69.0;;;Discontinued
11226413;39.0;35.0;50.0;;50.0;61.0;;55.0;;;60.0;91.0;;;;;;;;;50.0;68.0;;;;;;;;;60.0;;;;;;50.0;;;;;52.0;;;56.0;57.0;;58.0;;50.0;50.0;;50.0;42.0;;Graduated_2
11226732;;;42.0;;75.0;72.0;;;;;51.0;;;;;;;;;;50.0;;;;;;;;;;;;;;;;37.0;;58.0;42.0;;;;;40.0;;;;;;;;;;;Graduated (T)
11226847;36.0;51.0;41.0;;63.0;75.0;;75.0;;;59.0;72.0;;;;;;;;;50.0;74.0;;;;;;;56.0;;55.0;;41.0;39.0;;;34.0;;;;;44.0;50.0;;65.0;73.0;;60.0;;53.0;50.0;73.0;40.0;50.0;;Graduated_2
11226961;;;20.0;;62.0;69.0;33.0;30.0;;50.0;;;;;;;;;;;27.0;;;;;;;;0.0;;;;;;;;;;52.0;62.0;;;;;28.0;38.0;;0.0;;;;;;;0.0;Discontinued
11227126;50.0;50.0;;67.0;;;73.0;;;76.0;;77.0;50.0;77.0;64.0;79.0;62.0;67.0;82.0;85.0;68.0;50.0;;;;;;;39.0;;63.0;;50.0;55.0;;;56.0;42.0;;;;65.0;66.0;;73.0;67.0;;81.0;;56.0;61.0;;57.0;63.0;;Graduated_2
11227592;66.0;56.0;43.0;;50.0;62.0;;64.0;;;57.0;73.0;;;;;;;;;50.0;40.0;;;;;;;;;33.0;;51.0;57.0;;;37.0;;;;50.0;45.0;50.0;;66.0;75.0;;63.0;;56.0;57.0;;50.0;52.0;;Graduated_2
11227712;57.0;57.0;63.0;;;;61.0;;;;55.0;82.0;65.0;61.0;66.0;63.0;68.0;52.0;57.0;72.0;66.0;72.0;;;62.0;;;;65.0;;69.0;;;72.0;;;;59.0;;;;57.0;;;50.0;60.0;;50.0;;60.0;64.0;;60.0;63.0;0.0;Graduated_1
11227941;53.0;51.0;59.0;;73.0;70.0;;50.0;;64.0;;97.0;;;;;;;;;50.0;68.0;;;;;;;59.0;;48.0;;41.0;;;;26.0;51.0;;;59.0;39.0;;;67.0;54.0;;50.0;52.0;0.0;50.0;57.0;40.0;51.0;0.0;Active (BEng)
11227975;;;0.0;0.0;;69.0;50.0;46.0;;;50.0;75.0;;;;;;;;;50.0;;53.0;;;;;;53.0;;;;;;;;25.0;;50.0;61.0;;;;;30.0;34.0;;;;;;;;;0.0;Discontinued
11228492;61.0;63.0;56.0;;65.0;71.0;;88.0;;;73.0;95.0;;;;;;;;;60.0;73.0;;;;;;;;;80.0;;;;;;51.0;;;;;77.0;;;66.0;72.0;;61.0;;50.0;75.0;;60.0;59.0;;Graduated_1
11228629;;;50.0;;53.0;72.0;;0.0;;;58.0;;;;;;;;;;36.0;;;;;;;;;;;;;;;;31.0;;;;;0.0;;0.0;55.0;61.0;;31.0;;;;;;;;Discontinued
11228823;83.0;75.0;;86.0;;;92.0;;;86.0;;99.0;80.0;95.0;82.0;89.0;82.0;82.0;89.0;96.0;86.0;79.0;;;;;;;87.0;;81.0;;73.0;89.0;;;;75.0;;;;86.0;82.0;;82.0;93.0;;79.0;;87.0;93.0;;91.0;83.0;;Graduated_2
11229242;53.0;65.0;50.0;;71.0;67.0;;60.0;;;66.0;92.0;;;;;;;;;57.0;69.0;;;;;;;54.0;;57.0;;79.0;66.0;;;53.0;;80.0;64.0;;51.0;50.0;;71.0;60.0;;65.0;;71.0;61.0;;71.0;61.0;;Graduated_1
11230763;;;30.0;;;;;;;;;;54.0;;;63.0;47.0;;;60.0;;;;;;;;;;;;;;;;;;;;;;;;0.0;50.0;41.0;;42.0;;;;;;;;Graduated (T)
11231506;42.0;0.0;27.0;;72.0;63.0;50.0;;48.0;;52.0;81.0;;;;;;;;;68.0;69.0;75.0;50.0;51.0;56.0;65.0;64.0;53.0;0.0;38.0;0.0;36.0;57.0;50.0;58.0;42.0;56.0;56.0;80.0;;53.0;;0.0;23.0;55.0;50.0;40.0;50.0;32.0;30.0;57.0;39.0;45.0;;Active (BEng)
11231620;;;0.0;;65.0;;0.0;;;;;;;;;;;;;;46.0;;;;;;;;;;;;;;;;0.0;;57.0;;;;;;30.0;;;;;;;;;;;Discontinued
11231760;42.0;;28.0;;;;42.0;51.0;50.0;50.0;;81.0;52.0;34.0;52.0;62.0;61.0;50.0;60.0;54.0;50.0;50.0;;;;;;;;;36.0;;;;;;0.0;0.0;;;;50.0;;0.0;40.0;0.0;50.0;37.0;44.0;30.0;42.0;53.0;41.0;40.0;;Discontinued
11231913;56.0;53.0;71.0;;;80.0;;55.0;50.0;51.0;;70.0;;;;;;;;;33.0;78.0;;;;;;;60.0;;;;;;;;;;65.0;64.0;57.0;36.0;50.0;;63.0;67.0;;75.0;;58.0;52.0;;50.0;53.0;0.0;Graduated_2
11233169;50.0;53.0;;54.0;;;64.0;;;68.0;;87.0;50.0;69.0;55.0;63.0;50.0;50.0;63.0;77.0;54.0;49.0;;;;;;;;;50.0;;;;;;;0.0;;;43.0;42.0;;;61.0;60.0;;52.0;;52.0;58.0;;50.0;50.0;;Active (BEng)
11236231;35.0;;31.0;50.0;;;50.0;;;;28.0;95.0;69.0;53.0;69.0;50.0;60.0;50.0;55.0;54.0;69.0;;;;;;;;0.0;;;;;;;;36.0;;;;60.0;43.0;50.0;0.0;46.0;40.0;57.0;40.0;52.0;21.0;46.0;63.0;40.0;47.0;;Graduated_3
11236290;40.0;;50.0;;;;50.0;;;;52.0;84.0;64.0;45.0;62.0;72.0;65.0;57.0;66.0;56.0;62.0;;;;;;;;52.0;;;;;;;;;44.0;;;;50.0;36.0;0.0;50.0;50.0;50.0;0.0;;52.0;34.0;57.0;29.0;55.0;;Active (BEng)
11236427;;;18.0;;;68.0;;39.0;;42.0;;;;;;;;;;;36.0;;;;;;;;;;;;;;;;;;50.0;81.0;;;;;36.0;50.0;;;;;;;;;0.0;Graduated (T)
11236818;;;;0.0;61.0;67.0;37.0;;;40.0;40.0;;;;;;;;;;48.0;;;;;;;;;;;;;;;;;;;;;;;;37.0;40.0;;;;;;;;;0.0;Discontinued
11237318;43.0;61.0;;57.0;;;67.0;;;53.0;;86.0;58.0;68.0;65.0;62.0;67.0;65.0;66.0;64.0;54.0;50.0;;;;;;;;;51.0;;;;;;50.0;;;;51.0;37.0;;;37.0;56.0;;55.0;;50.0;50.0;;50.0;53.0;;Graduated_2
11237385;;;50.0;;;;;;;;30.0;;54.0;;;54.0;60.0;;;41.0;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;51.0;;;;;;;;;;Discontinued
11237806;46.0;62.0;51.0;33.0;;;50.0;;39.0;50.0;;65.0;53.0;50.0;62.0;56.0;50.0;50.0;56.0;60.0;59.0;64.0;76.0;41.0;50.0;58.0;53.0;57.0;40.0;0.0;62.0;41.0;50.0;53.0;63.0;57.0;;50.0;;;;52.0;;;41.0;37.0;;50.0;51.0;41.0;40.0;63.0;0.0;50.0;0.0;Active (BEng)
11238454;61.0;50.0;;53.0;;;85.0;;;50.0;;98.0;55.0;75.0;57.0;58.0;58.0;52.0;69.0;59.0;78.0;67.0;;;;;;;;;64.0;;;;;;;53.0;;;;64.0;;;61.0;68.0;;62.0;;70.0;68.0;;77.0;64.0;;Graduated_1
11238471;50.0;41.0;56.0;;72.0;69.0;;59.0;50.0;;58.0;87.0;;;;;;;;;54.0;63.0;;;;;;;46.0;;36.0;;57.0;;;;50.0;;62.0;64.0;50.0;34.0;;;60.0;52.0;;55.0;50.0;40.0;50.0;;53.0;50.0;0.0;Graduated_1
11238993;54.0;;32.0;0.0;;;44.0;;;;50.0;87.0;58.0;60.0;61.0;60.0;68.0;57.0;50.0;67.0;54.0;;;;;;;;58.0;;;;;;;;;37.0;;;;45.0;39.0;0.0;46.0;50.0;71.0;36.0;56.0;32.0;50.0;;50.0;50.0;;Graduated_3
11239604;76.0;75.0;;71.0;;82.0;59.0;;72.0;75.0;;89.0;;;;;;;;;75.0;72.0;88.0;76.0;72.0;76.0;55.0;62.0;69.0;0.0;73.0;65.0;66.0;73.0;70.0;63.0;;59.0;84.0;57.0;;52.0;;;69.0;73.0;;54.0;;78.0;55.0;;76.0;72.0;0.0;Graduated_0
11239825;0.0;;34.0;;66.0;75.0;;43.0;;;50.0;;;;;;;;;;29.0;;;;;;;;;;;;;;;;44.0;;77.0;44.0;35.0;42.0;;;61.0;54.0;50.0;42.0;;;43.0;;0.0;48.0;;Discontinued
11240246;32.0;;40.0;;57.0;77.0;;51.0;32.0;57.0;;84.0;;;;;;;;;34.0;;;;;;;;38.0;;;;;;;;;40.0;50.0;;;53.0;0.0;;60.0;57.0;;50.0;;30.0;42.0;53.0;40.0;40.0;0.0;Active (Other)
11240670;32.0;;45.0;50.0;;;25.0;37.0;;;50.0;81.0;48.0;50.0;45.0;53.0;0.0;58.0;59.0;70.0;32.0;;;;;;;;;;;;;;;;31.0;32.0;;;;35.0;;;50.0;40.0;50.0;33.0;;;;62.0;32.0;41.0;0.0;Discontinued
11240777;;;;;61.0;;50.0;;53.0;;56.0;87.0;51.0;50.0;;62.0;60.0;;;76.0;;50.0;;;;;;;;;;;;;;;30.0;;;;;;;;67.0;50.0;;56.0;;51.0;59.0;73.0;45.0;44.0;;Discontinued
11241510;;;38.0;;65.0;72.0;;38.0;;;34.0;;;;;;;;;;38.0;;;;;;;;;;;;;;;;50.0;;;;;;;;50.0;52.0;58.0;47.0;;;;;;;0.0;Graduated (T)
11242974;50.0;53.0;50.0;;50.0;64.0;;61.0;48.0;50.0;;93.0;;;;;;;;;33.0;66.0;;;;;;;36.0;;;;;;;;;;50.0;67.0;55.0;42.0;35.0;;54.0;56.0;;53.0;;52.0;37.0;;55.0;40.0;0.0;Active (BEng)
11243393;43.0;;43.0;71.0;;86.0;;52.0;;;69.0;79.0;;;;;;;;;50.0;;;;;;;;57.0;;;;;;;;45.0;;76.0;68.0;55.0;;35.0;0.0;59.0;53.0;51.0;0.0;;50.0;50.0;;50.0;54.0;;Graduated_3
11243539;39.0;;28.0;;57.0;59.0;;32.0;;;52.0;;;;;;;;;;30.0;;;;;;;;;;;;;41.0;;;34.0;;;;;33.0;;;50.0;50.0;;0.0;;;;;;;;Discontinued
11243962;55.0;71.0;50.0;;77.0;78.0;;53.0;41.0;62.0;;98.0;;;;;;;;;68.0;69.0;;;55.0;;;;66.0;;50.0;;;71.0;;;;44.0;65.0;61.0;70.0;;;;40.0;54.0;;50.0;;64.0;58.0;86.0;33.0;54.0;0.0;Graduated_1
11244314;64.0;76.0;66.0;;;82.0;;72.0;71.0;64.0;;94.0;;;;;;;;;75.0;75.0;;;;;;;91.0;;;;;;;;;;70.0;81.0;;53.0;55.0;;71.0;77.0;;62.0;;75.0;72.0;;67.0;67.0;0.0;Graduated_0
11244811;;;32.0;;62.0;70.0;;39.0;;;37.0;;;;;;;;;;37.0;;;;;;;;;;;;;;;;35.0;;50.0;69.0;;;;;35.0;45.0;;;;;;;;;;Discontinued
11244985;50.0;;50.0;;;;51.0;;;;58.0;93.0;50.0;56.0;61.0;64.0;50.0;70.0;68.0;75.0;64.0;;;;;;;;37.0;;;;;;;;;51.0;;;52.0;42.0;40.0;0.0;43.0;70.0;;50.0;50.0;39.0;46.0;;53.0;57.0;;Active (BEng)
11245001;52.0;;38.0;71.0;;72.0;;59.0;;;58.0;79.0;;;;;;;;;50.0;;;;;;;;64.0;;;;;;;;42.0;56.0;76.0;66.0;74.0;;58.0;0.0;50.0;52.0;;50.0;;71.0;59.0;;54.0;73.0;;Graduated_1
11245752;;;35.0;;;;;;;;;;50.0;;;51.0;32.0;;;43.0;;;;;;;;;;;;;;;;;;;;;;;;0.0;51.0;0.0;;0.0;;;;;;;;Graduated (T)
11246295;32.0;;;50.0;;;50.0;;35.0;42.0;50.0;87.0;44.0;56.0;70.0;58.0;60.0;50.0;54.0;58.0;63.0;;;;;;;;39.0;;;;;;;;45.0;57.0;;;30.0;42.0;;;37.0;50.0;;50.0;;;0.0;;0.0;;0.0;Discontinued
11246309;36.0;55.0;50.0;;;;50.0;;41.0;;61.0;86.0;51.0;62.0;55.0;55.0;50.0;52.0;62.0;69.0;64.0;61.0;52.0;50.0;50.0;50.0;40.0;48.0;50.0;0.0;41.0;69.0;51.0;42.0;32.0;40.0;50.0;0.0;;;;57.0;;;51.0;62.0;;50.0;54.0;45.0;43.0;;52.0;50.0;0.0;Graduated_2
11246627;50.0;54.0;;56.0;76.0;75.0;38.0;41.0;;42.0;53.0;85.0;;;;;;;;;32.0;69.0;;;50.0;;;;30.0;;54.0;;;45.0;;;43.0;54.0;44.0;;;55.0;;;59.0;67.0;;50.0;65.0;37.0;40.0;50.0;40.0;50.0;0.0;Graduated_3
11246686;61.0;50.0;57.0;;70.0;58.0;;69.0;;;60.0;92.0;;;;;;;;;73.0;70.0;;;;;;;54.0;;65.0;;79.0;63.0;;;60.0;;78.0;78.0;;62.0;69.0;;80.0;75.0;;69.0;;75.0;68.0;;75.0;70.0;;Graduated_0
11247127;54.0;;50.0;;75.0;68.0;;57.0;;;66.0;96.0;;;;;;;;;60.0;;;;;;;;50.0;;;;;;;;34.0;;;;55.0;43.0;70.0;0.0;56.0;57.0;;50.0;;62.0;56.0;;55.0;50.0;;Graduated_2
11247810;50.0;50.0;;51.0;;69.0;50.0;;;50.0;;95.0;;;;;;;;;50.0;67.0;;;42.0;;;;55.0;;53.0;;;54.0;;;50.0;0.0;72.0;70.0;65.0;0.0;;;60.0;56.0;;50.0;50.0;40.0;54.0;70.0;46.0;50.0;0.0;Graduated_1
11248654;0.0;;50.0;;;60.0;51.0;47.0;;;53.0;;;;;;;;;;38.0;;;;;;;;;;;;;;;;50.0;;;;0.0;;;;56.0;56.0;;50.0;;28.0;50.0;70.0;44.0;0.0;;Discontinued
11248892;55.0;;50.0;;;76.0;;54.0;;;51.0;84.0;;;;;;;;;60.0;;;;;;;;57.0;;;;;;;;43.0;;76.0;65.0;;32.0;50.0;0.0;62.0;57.0;79.0;40.0;;50.0;58.0;;60.0;50.0;;Graduated_1
11250403;55.0;;29.0;35.0;;;37.0;;;50.0;;94.0;62.0;50.0;53.0;59.0;64.0;52.0;57.0;66.0;56.0;;69.0;;;;;;0.0;;;;;;;;;38.0;;;51.0;;0.0;;36.0;41.0;68.0;42.0;;0.0;26.0;53.0;0.0;50.0;0.0;Discontinued
11252317;50.0;55.0;54.0;;;50.0;59.0;41.0;0.0;;61.0;75.0;;;;;;;;;50.0;66.0;;;;;;;;;33.0;;;;;;53.0;;58.0;67.0;;50.0;;;76.0;50.0;;50.0;;53.0;0.0;;53.0;55.0;;Graduated_3
11253632;0.0;;35.0;;60.0;76.0;;61.0;;;75.0;75.0;;;;;;;;;38.0;;;;;;;;61.0;;;;;;;;50.0;;;;;52.0;58.0;0.0;57.0;65.0;;55.0;76.0;44.0;50.0;77.0;47.0;61.0;;Discontinued
11253691;0.0;;;52.0;;;52.0;;;37.0;;86.0;59.0;53.0;53.0;54.0;56.0;54.0;54.0;62.0;50.0;;64.0;;;;;;;;37.0;;;39.0;;;;40.0;;;52.0;32.0;0.0;;55.0;41.0;50.0;29.0;;0.0;32.0;53.0;0.0;45.0;0.0;Discontinued
11255880;;;;37.0;;63.0;;;;;37.0;;;;;;;;;;40.0;;;;;;;;;;;;;;;;;;50.0;;;;;0.0;37.0;36.0;;;;;;;;;;Discontinued
11255902;;;30.0;50.0;60.0;57.0;;58.0;;24.0;21.0;90.0;;;;;;;;;38.0;;;;;;;;50.0;;;;;;;;50.0;0.0;;;42.0;0.0;;;44.0;31.0;51.0;43.0;;;;0.0;40.0;;0.0;Discontinued
11256304;61.0;56.0;52.0;;;77.0;;40.0;;;57.0;88.0;;;;;;;;;70.0;72.0;;;;;;;50.0;;54.0;;62.0;59.0;;;42.0;;60.0;67.0;61.0;32.0;54.0;;67.0;75.0;;58.0;;50.0;50.0;;52.0;51.0;;Graduated_0
11257289;51.0;55.0;;51.0;;71.0;55.0;;54.0;64.0;;75.0;;;;;;;;;69.0;63.0;70.0;50.0;55.0;50.0;61.0;57.0;75.0;0.0;61.0;50.0;50.0;50.0;60.0;51.0;;0.0;63.0;70.0;;34.0;;;55.0;37.0;65.0;31.0;66.0;36.0;47.0;;51.0;50.0;0.0;Graduated_1
11257297;;;0.0;;;;;;;;0.0;;37.0;;;48.0;;;;28.0;;;;;;;;;;;;;;;;;;;;;;;;;46.0;0.0;;34.0;;;;;;;0.0;Graduated (T)
11258226;50.0;50.0;40.0;39.0;59.0;56.0;53.0;;53.0;64.0;;88.0;;;;;;;;;71.0;40.0;71.0;;56.0;50.0;40.0;;50.0;0.0;57.0;45.0;;42.0;;;50.0;38.0;54.0;69.0;50.0;46.0;;;62.0;75.0;;58.0;;50.0;40.0;;50.0;53.0;0.0;Discontinued
11259044;68.0;73.0;75.0;;;;84.0;;73.0;;73.0;99.0;61.0;79.0;66.0;78.0;71.0;;82.0;88.0;65.0;74.0;;;;;;;65.0;;;;;;;;;;;;;85.0;71.0;;85.0;88.0;;82.0;;85.0;88.0;;89.0;65.0;0.0;Graduated_1
11262193;52.0;;38.0;;63.0;82.0;;77.0;;;70.0;93.0;;;;;;;;;55.0;;;;;;;;61.0;;;;;;;;36.0;;;;70.0;42.0;56.0;0.0;50.0;66.0;;55.0;;68.0;57.0;;56.0;63.0;;Graduated_3
11262835;;;;51.0;57.0;67.0;38.0;;;53.0;;;;;;;;;;;37.0;;;;;;;;;;;;;;;;;;;;;;;;40.0;51.0;;40.0;;;;;;;0.0;Graduated (T)
11262959;50.0;69.0;53.0;;;;55.0;;;;61.0;82.0;52.0;64.0;61.0;58.0;63.0;63.0;71.0;79.0;56.0;71.0;;;56.0;;;;62.0;;61.0;;;56.0;;;;50.0;;;;55.0;;;52.0;55.0;;58.0;;61.0;59.0;;56.0;54.0;0.0;Graduated_1
11264072;;;;;58.0;;;;;;26.0;;50.0;;;52.0;50.0;;;50.0;;;;;;;;;;;;;;;;;;;;;;;;;35.0;40.0;;;;;;;;;;Discontinued
11264242;;;;0.0;75.0;75.0;27.0;;;26.0;34.0;99.0;;;;;;;;;27.0;;;;;;;;;;;;;;;;;;55.0;73.0;;;;;25.0;40.0;;;;;;;;;0.0;Discontinued
11264382;;;38.0;;;;;;;;29.0;;50.0;;;52.0;60.0;;;58.0;;;;;;;;;;;;;;;;;;;;;;;;;36.0;39.0;;;;;;;;;0.0;Discontinued
11264502;;;50.0;;;;50.0;;;;50.0;73.0;60.0;38.0;51.0;67.0;54.0;;;57.0;33.0;;;;;;;;;;;;;;;;;;;;51.0;;0.0;;59.0;55.0;71.0;42.0;;;0.0;;0.0;50.0;0.0;Discontinued
11264579;66.0;45.0;;51.0;;80.0;57.0;;54.0;50.0;;65.0;;;;;;;;;61.0;62.0;71.0;41.0;60.0;56.0;42.0;57.0;78.0;0.0;56.0;52.0;0.0;53.0;73.0;0.0;;0.0;60.0;67.0;;39.0;;;77.0;50.0;;55.0;;61.0;50.0;;57.0;64.0;0.0;Discontinued
11265753;;;30.0;;;75.0;;;;26.0;24.0;;;;;;;;;;26.0;;;;;;;;;;;;;;;;;;50.0;57.0;;;;;32.0;40.0;;;;;;;;;0.0;Graduated (T)
11266199;34.0;;42.0;;55.0;63.0;;0.0;;;50.0;0.0;;;;;;;;;32.0;;;;;;;;57.0;;;;;0.0;;;40.0;;59.0;58.0;;0.0;;;50.0;54.0;0.0;31.0;;;0.0;;;;;Discontinued
11266572;53.0;;50.0;;74.0;80.0;69.0;48.0;;;53.0;90.0;;;;;;;;;50.0;;;;;;;;68.0;;;;;;;;36.0;;50.0;65.0;;50.0;50.0;0.0;51.0;61.0;75.0;34.0;;52.0;61.0;;65.0;54.0;;Graduated_1
